TRAJEZT128E0795DF3	Rea_ Chris	E	Pop|Electronic	41|0.216630022523	12|0.214756211618	31|0.109360973564	35|0.0867988099778	1|0.0678761149983	25|0.0654701114774	2|0.0654632800111	28|0.0445349010054	0|0.0277036486853	17|0.0249045697488	46|0.0221424406113	5|0.00425005244619	48|0.00403468316752	15|0.00282069567467	32|0.00247305748658	23|0.00245794131532	27|0.00239535311286	7|0.00225568768521	8|0.00190959015189	49|0.00188213305659	26|0.00186372517818	24|0.00178861808962	38|0.00175546852504	6|0.00166482127345	4|0.00164200889473	37|0.0015067461529	21|0.00143417633834	39|0.00132921721466	29|0.00125226564161	11|0.00123847419523	30|0.00123711240019	36|0.00122833283942	14|0.00119238065743	22|0.00115205364805	3|0.00108132247058	9|0.00107642740845	20|0.00103089035981	18|0.00102442393856	16|0.000957502620112	44|0.000862944904948	34|0.00069749429555	42|0.000620606481713	19|0.000550135779909	43|0.000443767700998	33|0.000395830038269	10|0.000282641074212	45|0.000255226021756	47|0.000141722973225	13|0.000107974273528	40|6.54102924158e-05
TRAACHN128F1489601	Five Bolt Main	Made Like This (Live)	Rock|Metal	48|0.224385056693	49|0.154618404335	41|0.121362508063	22|0.102997202156	46|0.102688784816	37|0.0692526961915	9|0.0518968395265	26|0.0355100099294	28|0.0354426242107	1|0.019991695297	23|0.018969518382	20|0.0178338151559	0|0.0050342601345	5|0.00338235874169	17|0.00280664312756	15|0.00224482045661	32|0.00196815632615	31|0.00196679958651	27|0.00190631613217	7|0.00179516489672	8|0.00151972687986	24|0.00142345255914	38|0.00139707083303	6|0.00132493018825	4|0.00130677520086	21|0.00114137388574	25|0.00106351105273	2|0.00105807430337	39|0.00105784329077	35|0.00102433532757	29|0.000996602205137	11|0.000985626430173	30|0.000984542660173	36|0.000977555540721	14|0.000948943381557	3|0.000860558912454	18|0.00081527682485	12|0.000777511021568	16|0.000762018209971	44|0.000686765464616	34|0.000555093368306	42|0.000493903024763	19|0.000437819671134	43|0.000353167774223	33|0.000315017098522	10|0.000224936873186	45|0.000203118897172	47|0.00011278871107	13|8.59301697026e-05	40|5.20560809897e-05
TRAIKBB128F428AD73	Connie Smith	I'll Come Running	Country	1|0.282183693816	7|0.262295319897	28|0.187499798996	8|0.0760419530955	26|0.057406826249	48|0.040699966005	21|0.0384379583697	0|0.00550232630928	5|0.00369683746859	17|0.00306759402751	41|0.0024797042762	15|0.00245353524213	32|0.00215114794326	31|0.00214966505917	23|0.00213799939298	27|0.00208355808552	49|0.0016371421512	24|0.00155579971175	38|0.00152696511407	6|0.00144811710917	4|0.00142827414077	37|0.00131061809336	25|0.00116239222632	2|0.00115644998889	39|0.00115619749762	35|0.00111957409269	29|0.00108926245103	11|0.00107726619066	30|0.00107608165588	36|0.0010684449009	14|0.00103717249305	22|0.00100209471433	3|0.000940570375423	9|0.000936312487004	20|0.000896702842236	18|0.000891078133205	12|0.000849801010561	16|0.000832867736838	44|0.000750618280205	46|0.000665001914181	34|0.000606703818026	42|0.000539824231323	19|0.000478526462845	43|0.000386003957638	33|0.000344306178616	10|0.000245850639854	45|0.000222004112216	47|0.000123275372295	13|9.39196268932e-05	40|5.68960554947e-05
TRAKARY128F427253E	The Ataris	The Hero Dies in This One	Rock	0|0.251323220977	48|0.210853296449	8|0.13141039079	17|0.119370901021	1|0.067403534109	27|0.0665828685362	32|0.0536055150807	7|0.027423689434	5|0.015614078825	15|0.0147432301571	31|0.0145303897565	41|0.00173686423114	23|0.0014975231956	49|0.00114670675491	26|0.00113549158687	24|0.00108973190718	28|0.00108390408064	38|0.00106953523219	6|0.00101430756625	4|0.00100040891616	37|0.000917998855297	21|0.00087378503297	25|0.000814176714468	2|0.000810014581207	39|0.000809837728239	35|0.000784185523393	29|0.000762954279534	11|0.000754551714863	30|0.0007537220288	36|0.000748373001215	14|0.000726468805971	22|0.000701899207189	3|0.000658805591302	9|0.000655823229991	20|0.000628079367199	18|0.000624139640991	12|0.00059522782333	16|0.000583367216512	44|0.00052575706492	46|0.000465788622241	34|0.000424954770025	42|0.000378110167201	19|0.000335175248494	43|0.00027036952492	33|0.000241163066071	10|0.000172201655924	45|0.000155498784824	47|8.6346015843e-05	13|6.57843123141e-05	40|3.98518180696e-05
TRADFJJ128F934857E	Rancid	LA River (Acoustic)	Rock|Punk	45|0.742931410329	33|0.210684577576	0|0.0036631592954	5|0.00246115983958	48|0.00233644179761	1|0.00216715043582	17|0.00204224267061	41|0.00165085661203	15|0.00163343464629	32|0.00143212109592	31|0.00143113386973	23|0.00142336748309	27|0.00138712332557	7|0.00130624457269	8|0.00110582319898	49|0.00108992308925	26|0.00107926328407	24|0.00103576957373	28|0.00103023033479	38|0.00101657301602	6|0.000964080163757	4|0.000950869759634	37|0.000872540554947	21|0.000830516152796	25|0.000773859573101	2|0.000769903544131	39|0.000769735448729	35|0.00074535351304	29|0.000725173617181	11|0.000717187138332	30|0.000716398537417	36|0.000711314387833	14|0.000690494864407	22|0.000667141925313	3|0.000626182258202	9|0.000623347580165	20|0.000596977563146	18|0.000593232927876	12|0.000565752791838	16|0.000554479509311	44|0.000499722149483	46|0.000442723278568	34|0.0004039114741	42|0.000359386564828	19|0.000318577736386	43|0.000256981121439	10|0.000163674418062	47|8.20702554762e-05	13|6.25267450413e-05	40|3.78783995791e-05
TRACBWX128F92FD725	Zombie Girl	I Want It	Electronic	22|0.232394789041	23|0.217900278417	15|0.110099562943	14|0.0934861924838	0|0.0663180578061	41|0.0638087155812	25|0.0472775757475	5|0.0339441156459	12|0.0315805423239	17|0.0179842015873	31|0.0172221486762	7|0.0170664116744	18|0.0161772858774	48|0.0029135438258	1|0.00270243743213	32|0.00178585556082	27|0.00172974332378	8|0.00137896195707	49|0.00135913451408	26|0.0013458417329	24|0.00129160505927	28|0.00128469762617	38|0.00126766694438	6|0.00120220833729	4|0.00118573495824	37|0.00108805840968	21|0.00103565396394	2|0.000960070017475	39|0.000959860402444	35|0.000929456119205	29|0.000904291781259	11|0.000894332639043	30|0.000893349253397	36|0.000887009316899	3|0.000780849518303	9|0.000777314673694	20|0.000744431252267	16|0.000691436162688	44|0.000623153713792	46|0.000552076099703	34|0.000503677764511	42|0.000448155185419	19|0.000397266560559	43|0.000320455557883	33|0.000285838594056	10|0.000204102062664	45|0.000184304979845	47|0.000102341640339	13|7.79708752636e-05	40|4.72343789336e-05
TRANIPA128F93151A2	Dionne Warwick	Just One Of Those Things	RnB|Jazz	16|0.162957233516	25|0.118956036605	48|0.106064111283	14|0.104102463764	0|0.0928910812395	37|0.0895652083211	18|0.0892323281396	29|0.0598811389364	17|0.0466966098298	31|0.0312140690263	7|0.0310652253577	3|0.0302547238005	5|0.00293322220613	1|0.00258282037605	41|0.00196749889856	15|0.00194673531549	32|0.00170680885202	23|0.00169637625389	27|0.00165318029157	8|0.00131792543952	49|0.00129897561181	26|0.00128627120441	24|0.00123443518997	28|0.00122783349819	38|0.0012115566396	6|0.00114899540426	4|0.0011332511807	21|0.000989813169694	2|0.000917574769388	39|0.000917374432475	35|0.000888315923539	11|0.000854747101867	30|0.00085380724348	36|0.000847747929405	22|0.000795102974827	9|0.000742908662363	20|0.000711480748478	12|0.000674266914939	44|0.000595571275864	46|0.000527639745694	34|0.000481383649323	42|0.000428318647001	19|0.000379682487793	43|0.000306271344039	33|0.000273186618943	10|0.000195067963452	45|0.000176147152083	47|9.7811727607e-05	13|7.45196773014e-05	40|4.51436599084e-05
TRAJZYI128F424B412	45 Grave	Party Time	Rock	6|0.222549075407	27|0.142877546277	18|0.121499732758	1|0.103964338133	36|0.0815123359243	0|0.0662130070975	42|0.0608517281143	14|0.0412995340808	22|0.0412616375208	3|0.041195169207	5|0.0240834162787	48|0.0037915187655	17|0.00331409984928	41|0.002678968434	15|0.00265069650782	32|0.00232400996044	31|0.00232240791471	23|0.00230980481852	7|0.00211974071631	8|0.00179450197071	49|0.00176869967404	26|0.0017514012113	24|0.00168082071616	28|0.00167183177905	38|0.00164966902693	4|0.00154304744115	37|0.00141593678521	21|0.00134774064631	25|0.00125579977908	2|0.00124938003514	39|0.00124910725416	35|0.00120954086445	29|0.0011767934389	11|0.00116383318264	30|0.00116255346098	9|0.00101155271663	20|0.000968760118728	12|0.00091808934812	16|0.00089979534983	44|0.000810936488656	46|0.000718440159875	34|0.000655457343391	19|0.000516979908086	43|0.000417022476362	33|0.000371973945843	10|0.000265606713658	45|0.000239843925968	47|0.000133181538717	13|0.00010146682336	40|6.14681105937e-05
TRAFUWI128F934C730	GWAR	Surf of Syn	Metal	15|0.69526290018	2|0.0907200154055	28|0.0688568585823	0|0.0512738289121	43|0.0227963700138	5|0.00443988342875	48|0.00421489456013	1|0.00390949630856	17|0.00368416518297	41|0.0029781125131	32|0.00258351798996	31|0.00258173705354	23|0.00256772664641	27|0.0025023429067	7|0.00235643924418	8|0.00199488306989	49|0.001966199588	26|0.00194696951135	24|0.00186850772244	38|0.00183387751391	6|0.00173918145186	4|0.00171535014541	37|0.00157404581715	21|0.00149823463101	25|0.00139602728743	39|0.00138858744905	35|0.00134460292172	29|0.00130819879071	11|0.00129379134162	30|0.00129236872125	36|0.00128319701646	14|0.00124563901004	22|0.00120351077211	3|0.00112962034682	9|0.00112450664399	20|0.00107693565746	18|0.00107018040987	12|0.00102060679069	16|0.0010002700131	44|0.000901488824412	46|0.000798663994278	34|0.000728648270502	42|0.000648326219222	19|0.000574707903892	33|0.000413510009526	10|0.000295265396737	45|0.000266625835546	47|0.000148053109523	13|0.000112797005175	40|6.83318799105e-05
TRAKRXN128F42670BE	Margaret Becker	Cave It In	Rock|Pop	18|0.175806188699	0|0.159378372489	26|0.132973977835	8|0.0893309981514	48|0.0696575903736	31|0.0680601090675	49|0.0674580179707	20|0.0665881799425	22|0.0448670667462	44|0.0445716424448	7|0.0241498862969	5|0.00434289451584	1|0.0038240936616	17|0.00360368487718	41|0.00291305587372	15|0.0028823135553	32|0.00252708123766	23|0.0025116348548	27|0.00244767941786	24|0.00182769031458	28|0.0018179159269	38|0.0017938166003	6|0.00170118916646	4|0.00167787845307	37|0.00153966090702	21|0.00146550581043	25|0.00136553117843	2|0.00135855047924	39|0.00135825386274	35|0.00131523017404	29|0.00127962128849	11|0.00126552856901	30|0.00126413702567	36|0.00125516567607	14|0.00121842812142	3|0.001104943877	9|0.00109994188262	12|0.000998311713643	16|0.000978419191395	46|0.000781217240591	34|0.000712731004929	42|0.000634163582698	19|0.000562153453819	43|0.000453461772383	33|0.00040447691509	10|0.000288815346796	45|0.000260801414622	47|0.000144818900703	13|0.00011033296325	40|6.68391752358e-05
TRBCHSH128F93304E1	Smut Peddlers	Playstation Generation	Punk|Rock	29|0.217786166903	9|0.178236444214	4|0.159063603653	24|0.100117059345	49|0.0608154714303	35|0.0602673246206	15|0.0419862302367	6|0.0409214103874	16|0.0402698110951	23|0.0219581839252	8|0.0214530293837	0|0.00582741257498	5|0.00391525255705	48|0.00371684909504	1|0.00344753768077	17|0.00324883240398	41|0.00262620918302	32|0.00227824121482	31|0.00227667071956	27|0.00220665803985	7|0.00207799482224	26|0.00171690934686	28|0.00163890694451	38|0.00161718066271	37|0.00138805151293	21|0.00132119841979	25|0.00123106822387	2|0.00122477490952	39|0.00122450750066	11|0.00114091280545	30|0.00113965828646	36|0.00113157033974	14|0.00109845030787	22|0.00106130007771	3|0.000996140782155	20|0.000949681484731	18|0.000943724458867	12|0.000900008617596	44|0.000794966012412	46|0.00070429129413	34|0.000642548852927	42|0.000571717912946	19|0.000506798573967	43|0.000408809690719	33|0.000364648340017	10|0.000260375890073	45|0.000235120471326	47|0.00013055867906	13|9.94685491248e-05	40|6.02575657314e-05
TRAHCRI128F4255C6E	Asleep At The Wheel	Let Me Go Home Whiskey	Country	32|0.466091654449	0|0.174815171281	39|0.12304375597	26|0.0622077822375	25|0.0496777697969	11|0.0496217903721	41|0.0138590126817	27|0.0135985044164	37|0.0130902141406	5|0.00243106393211	48|0.00230787098518	1|0.00214064977628	17|0.00201726942611	15|0.00161346044666	31|0.00141363347345	23|0.00140596205684	7|0.00129027136561	8|0.00109230081326	49|0.00107659513553	24|0.00102310382779	28|0.00101763232457	38|0.00100414201218	6|0.000952291060535	4|0.000939242197769	21|0.000820360316154	2|0.000760488899277	35|0.000736239074395	29|0.00071630594523	30|0.000707638170154	36|0.000702616191297	14|0.00068205125615	22|0.000658983884813	3|0.000618525086574	9|0.000615725071953	20|0.000589677516555	18|0.00058597867197	12|0.00055883457247	16|0.000547699143512	44|0.000493611375479	46|0.000437309506325	34|0.000398972305927	42|0.000354991862532	19|0.000314682058454	43|0.000253838668062	33|0.000226417942241	10|0.000161672951087	45|0.000145991322198	47|8.10666722166e-05	13|6.17621465368e-05	40|3.74152095049e-05
TRAYYCA128F422B2A1	Panzer AG	bereit	Electronic	13|0.814868534506	0|0.0502730520936	5|0.007712453708	48|0.00732162897986	1|0.00679112634041	17|0.00639970708293	41|0.00517323377137	15|0.00511863914404	32|0.0044877896506	31|0.00448469601313	23|0.00446035874885	27|0.00434678165298	7|0.00409333462874	8|0.00346528091927	49|0.00341545528086	26|0.00338205100835	24|0.00324575623293	28|0.00322839810641	38|0.0031856006265	6|0.00302110554309	4|0.00297970854456	37|0.00273425095362	21|0.0026025604998	25|0.00242501768396	2|0.0024126208092	39|0.0024120940543	35|0.00233568920351	29|0.00227245214343	11|0.00224742518361	30|0.00224495397148	36|0.00222902194314	14|0.00216378050369	22|0.00209060018488	3|0.0019622462554	9|0.0019533633203	20|0.00187072848599	18|0.00185899404855	12|0.00177288047166	16|0.00173755376584	44|0.00156596247134	46|0.00138734702903	34|0.00126572378438	42|0.00112619757561	19|0.000998316324183	43|0.000805293086235	33|0.000718301923339	10|0.000512901012032	45|0.000463151667608	47|0.000257180795813	40|0.000118698265179
TRAHJCI128F92FFB38	Kool Moe Dee	Knowledge Is King	Rap|Rock	24|0.268629234847	29|0.201451941046	15|0.106007464019	0|0.0780540106092	6|0.0722199254125	48|0.0535917229991	12|0.0433270433533	27|0.0388550423487	30|0.0385955346954	23|0.0244996820994	5|0.0153216216162	17|0.0151595399199	11|0.00985707312486	43|0.0096790165127	7|0.00529518871605	49|0.00521149256896	42|0.00492884337746	1|0.000838484179886	41|0.00063872684128	32|0.000554096689718	31|0.000553714725676	8|0.00042784997422	26|0.00041757377553	28|0.00039860261802	38|0.000393318515201	4|0.00036789751067	37|0.000337591447064	21|0.000321331940667	25|0.00029941115244	2|0.000297880539866	39|0.000297815502694	35|0.000288381977909	36|0.000275212025555	14|0.000267156820555	22|0.000258121421046	3|0.000242273867356	9|0.000241177112535	20|0.000230974386537	18|0.000229525563519	16|0.000214531621315	44|0.000193345653239	46|0.000171292430378	34|0.000156275898299	19|0.000123259736661	33|8.86870261148e-05	10|6.33266652509e-05	45|5.71842322924e-05	47|3.17534997657e-05	13|2.41919922449e-05	40|1.46553918369e-05
TRBFUSW128F92D0357	Barry Manilow	Say Goodbye	Pop|Rock	48|0.249934235603	17|0.237858296906	1|0.226181690597	0|0.109650907888	41|0.0605510681774	21|0.0243825715704	26|0.0128239615788	6|0.012714213084	37|0.0126269925412	2|0.0125291981994	36|0.0124733734249	5|0.00234503620861	15|0.00155636514474	32|0.00136455006742	31|0.00136360942102	23|0.00135620947178	27|0.00132167540358	7|0.00124461271105	8|0.00105364771529	49|0.00103849781221	24|0.000986899393983	28|0.000981621510087	38|0.00096860857752	4|0.000906005363876	25|0.000737346957364	39|0.000733417419418	35|0.000710185883983	29|0.000690958125706	11|0.000683348468755	30|0.000682597075989	14|0.000657915602576	22|0.000635664513122	3|0.000596637424786	9|0.000593936493896	20|0.000568810679743	18|0.00056524272566	12|0.000539059170659	16|0.000528317789587	44|0.000476144017929	46|0.000421834495241	34|0.000384853928056	42|0.000342429814535	19|0.000303546447926	43|0.000244856114184	33|0.0002184057218	10|0.000155951852703	45|0.000140825147448	47|7.81979770865e-05	13|5.95765779899e-05	40|3.60912026552e-05
TRBFSKB128F145C5B1	VHS Or Beta	Forever	Rock|Pop	36|0.462271086283	39|0.121015118076	0|0.0337122267218	5|0.022650169381	48|0.0215023833941	1|0.0199443870553	17|0.0187948550364	41|0.0151929107915	15|0.0150325756241	32|0.0131798775825	31|0.0131707920936	23|0.0130993176733	27|0.0127657609925	7|0.0120214300382	8|0.0101769427404	49|0.0100306132852	26|0.00993251059838	24|0.00953223594317	28|0.00948125806753	38|0.00935556912264	6|0.00887247494243	4|0.00875089897399	37|0.00803003163124	21|0.00764327908817	25|0.00712186592922	2|0.00708545840915	35|0.00685952332214	29|0.00667380679453	11|0.00660030685528	30|0.00659304932409	14|0.00635465660703	22|0.00613973841378	3|0.0057627846772	9|0.00573669700234	20|0.00549401249951	18|0.00545955044557	12|0.00520664946537	16|0.00510290091778	44|0.00459896636831	46|0.0040744030872	34|0.00371721623121	42|0.00330745140389	19|0.00293188584265	43|0.00236500930769	33|0.00210953100612	10|0.00150630334237	45|0.00136019794965	47|0.000755296408541	13|0.000575436565823	40|0.000348596687038
TRAXUQL128F932D6C4	Kelly Sweet	Ready For Love	Pop	1|0.409519632371	36|0.209936552918	0|0.124435392997	5|0.0793018904364	2|0.0557649850206	48|0.02411101742	41|0.023500956153	35|0.0226952030832	17|0.0128332484289	49|0.0119858361705	15|0.00145349583231	32|0.00127435893992	31|0.00127348046636	23|0.00126656962322	27|0.0012343181144	7|0.00116234894778	8|0.000984005950063	26|0.000960371869745	24|0.000921669417305	28|0.000916740379751	38|0.000904587548318	6|0.000857877297519	4|0.000846122148711	37|0.000776421672589	21|0.00073902666966	25|0.00068861136676	39|0.000684941555054	29|0.000645288645413	11|0.000638181955379	30|0.000637480226573	14|0.000614430096684	22|0.000593649712405	3|0.00055720215353	9|0.000554679743024	20|0.000531214641484	18|0.00052788251444	12|0.000503429584356	16|0.00049339816424	44|0.00044467286355	46|0.000393952976158	34|0.000359416671833	42|0.000319796617117	19|0.000283483280556	43|0.000228672135639	33|0.000203970005022	10|0.000145644078904	45|0.000131517186434	47|7.30294135503e-05	13|5.56388120773e-05	40|3.37057231202e-05
TRATQUI128F9347C68	The Sterns	Supreme Girl	Rock	14|0.579292658266	23|0.155765077147	25|0.090804346629	32|0.0400590624334	35|0.0264885710595	19|0.0260453338148	48|0.0152837963308	6|0.013858500373	22|0.0135501087213	0|0.00380445358408	5|0.00255609096346	1|0.00225074111659	17|0.00212101544629	41|0.0017145329613	15|0.00169643900069	31|0.00148633513886	27|0.0014406270331	7|0.00135662864907	8|0.00114847668186	49|0.00113196327784	26|0.00112089230583	24|0.00107572096906	28|0.00106996807224	38|0.00105578396744	4|0.000987546424633	37|0.000906195929206	21|0.000862550574339	2|0.000799600034196	39|0.000799425455068	29|0.000753144797834	11|0.000744850266902	30|0.000744031248308	36|0.000738750994422	3|0.000650335173657	9|0.000647391157263	20|0.000620004003806	18|0.00061611493158	12|0.000587574839925	16|0.000575866727703	44|0.000518997283311	46|0.000459799868932	34|0.000419491027109	42|0.000373248716305	43|0.000266893320672	33|0.000238062376099	10|0.000169987618939	45|0.000153499500562	47|8.52358449126e-05	13|6.49385080174e-05	40|3.93394339195e-05
TRATESL128F92F12DF	Ray Price	Make The World Go Away	Country	41|0.27097148666	9|0.246785099612	48|0.20520992517	0|0.0959393912699	1|0.0709078398453	26|0.0466125318692	5|0.00443988342875	17|0.00368416518297	15|0.00294668363322	32|0.00258351798996	31|0.00258173705354	23|0.00256772664641	27|0.0025023429067	7|0.00235643924418	8|0.00199488306989	49|0.001966199588	24|0.00186850772244	28|0.0018585150455	38|0.00183387751391	6|0.00173918145186	4|0.00171535014541	37|0.00157404581715	21|0.00149823463101	25|0.00139602728743	2|0.00138889068981	39|0.00138858744905	35|0.00134460292172	29|0.00130819879071	11|0.00129379134162	30|0.00129236872125	36|0.00128319701646	14|0.00124563901004	22|0.00120351077211	3|0.00112962034682	20|0.00107693565746	18|0.00107018040987	12|0.00102060679069	16|0.0010002700131	44|0.000901488824412	46|0.000798663994278	34|0.000728648270502	42|0.000648326219222	19|0.000574707903892	43|0.000463588834919	33|0.000413510009526	10|0.000295265396737	45|0.000266625835546	47|0.000148053109523	13|0.000112797005175	40|6.83318799105e-05
TRAGNBQ128F149CB93	Fall Out Boy	The Carpal Tunnel Of Love	Rock	21|0.214774526698	7|0.136358335334	23|0.113936603817	5|0.10361672733	2|0.102077875552	6|0.0797262541883	28|0.057258143249	48|0.0359183477097	32|0.0350955182406	34|0.0341599638786	0|0.0258613603943	38|0.0234532664748	37|0.0120580631864	1|0.00197186157424	17|0.00185820964751	41|0.00150209263928	15|0.00148624062263	31|0.00130216981649	27|0.00126212520331	8|0.00100617393141	49|0.00099170663146	26|0.00098200741544	24|0.000942433062537	4|0.000865183842404	25|0.000704124610288	39|0.000700372123962	35|0.000678187322531	29|0.000659825901672	11|0.000652559109992	30|0.000651841572429	36|0.000647215571836	14|0.000628272162297	22|0.000607023631284	3|0.000569754970865	9|0.000567175734738	20|0.000543182004348	18|0.000539774810146	12|0.000514770997115	16|0.000504513586156	44|0.000454690587269	46|0.000402828067032	42|0.000327001091281	19|0.000289869676975	43|0.000233823730137	33|0.000208565102508	10|0.000148925192423	45|0.00013448004508	47|7.46746420954e-05	13|5.68922599334e-05	40|3.44650557659e-05
TRAPOYU128F42644C3	Helmet	Tic	Rock	31|0.276755838788	0|0.212345564184	32|0.11685716948	1|0.0725275824742	5|0.0502271579135	15|0.0486998490637	24|0.047597044459	12|0.0467297749879	17|0.0266112495756	26|0.0248343712696	18|0.0239375537384	48|0.00431117509004	41|0.00304614132066	23|0.00262638103946	27|0.00255950374373	7|0.00241026721446	8|0.00204045203878	49|0.0020111133422	28|0.00190096896952	38|0.00187576864459	6|0.00177890944728	4|0.00175453376403	37|0.00161000163128	21|0.00153245869573	25|0.00142791663724	2|0.00142061701883	39|0.00142030685116	35|0.00137531758847	29|0.00133808188055	11|0.00132334532315	30|0.00132189020596	36|0.00131250899258	14|0.00127409305136	22|0.00123100248115	3|0.00115542418225	9|0.00115019366748	20|0.00110153602036	16|0.00102311910826	44|0.000922081468067	46|0.000816907817817	34|0.000745292729954	42|0.000663135887898	19|0.000587835914745	43|0.000474178560961	33|0.000422955788602	10|0.000302010122721	45|0.000272716350117	47|0.000151435075937	13|0.000115373618962	40|6.98927800739e-05
TRAUVSF128F14A0B6F	ATB	Collides With Beauty	Electronic	1|0.315497391425	35|0.214886534865	8|0.149551499181	31|0.100623266022	26|0.0837020738233	0|0.0213221287595	48|0.0195588275031	28|0.0178227802156	37|0.017613199361	22|0.0173402100756	5|0.00327105525058	17|0.00271428474625	41|0.00219410503207	15|0.00217095000915	32|0.00190339008257	23|0.00189175591288	27|0.00184358486772	7|0.00173609129295	49|0.00144858476337	24|0.00137661091655	38|0.00135109733557	6|0.00128133062751	4|0.00126377306742	21|0.00110381462374	25|0.00102851402786	2|0.00102325618595	39|0.00102303277529	29|0.000963806953908	11|0.000953192359458	30|0.000952144253146	36|0.000945387059272	14|0.000917716442222	3|0.000832240446384	9|0.000828472959069	20|0.000793425344022	18|0.000788448459276	12|0.000751925417648	16|0.000736942428974	44|0.000664166030427	46|0.000588410505334	34|0.000536826876044	42|0.00047765012697	19|0.000423412311775	43|0.000341546060141	33|0.000304650811116	10|0.000217534861401	45|0.000196434850892	47|0.000109077165885	13|8.31024602223e-05	40|5.03430682698e-05
TRAUOUZ128E078F8BB	Eazy-E	I'mma Break It Down	Rap	24|0.368734771758	6|0.156024009041	0|0.0949069565181	49|0.0627047145925	44|0.0624574094734	8|0.0471493728723	21|0.0470340141236	15|0.0369957823951	48|0.0269156859648	4|0.0159604361917	14|0.0158513342907	19|0.0156954941294	32|0.01097475469	28|0.0108063550216	37|0.0107402800848	17|0.00604307220382	5|0.00103127153215	1|0.000908076149465	41|0.000691739480008	31|0.000599671583621	23|0.000596417323851	27|0.000581230350923	7|0.000547340656293	26|0.000452231294635	38|0.000425962911841	25|0.000324261486306	2|0.000322603836937	39|0.000322533401852	35|0.000312316919456	29|0.000303861169534	11|0.000300514687056	30|0.000300184248674	36|0.000298053895884	22|0.000279544816397	3|0.000262381957659	9|0.000261194175088	20|0.000250144649813	18|0.000248575578316	12|0.000237060892622	16|0.00023233717856	46|0.000185509249121	34|0.00016924638459	42|0.00015058962339	43|0.000107679846948	33|9.60478147515e-05	10|6.85826110009e-05	45|6.19303723503e-05	47|3.43889562749e-05	13|2.61998636261e-05	40|1.58717506035e-05
TRATTAF128F147CA09	Yahir	No Te Apartes De Mi	Latin	10|0.618506961095	33|0.316287346409	32|0.0153301083946	0|0.00406583023787	5|0.00273170159664	48|0.00259327398666	1|0.0024053733571	17|0.00226673516864	41|0.0018323261945	15|0.00181298912795	31|0.0015884505403	23|0.00157983043751	27|0.00153960215921	7|0.00144983285012	8|0.00122738025775	49|0.00120973233646	26|0.00119790075755	24|0.00114962602299	28|0.00114347788599	38|0.00112831929333	6|0.00107005619069	4|0.00105539363954	37|0.000968454136441	21|0.000921810223028	25|0.000858925697316	2|0.000854534803852	39|0.000854348230647	35|0.000827286122946	29|0.000804887962188	11|0.000796023573669	30|0.000795148286195	36|0.000789505264027	14|0.000766397164962	22|0.000740477165788	3|0.000695015027879	9|0.000691868749285	20|0.000662600021413	18|0.000658443758994	12|0.000627942882829	16|0.000615430390392	44|0.000554653855336	46|0.000491389412213	34|0.000448311239667	42|0.000398891952145	19|0.000353597233769	43|0.000285229641916	45|0.000164045347666	47|9.10917870168e-05	13|6.93999660304e-05	40|4.20421635947e-05
TRBHPGG128F428C972	The Mad Capsule Markets	Loud Up!!	Rock|Punk	49|0.88820157662	41|0.0164785885817	24|0.0157561833969	29|0.015391395789	14|0.0153506664137	0|0.00430229398891	5|0.00289057404543	48|0.0027440956537	1|0.00254526695162	17|0.00239856573442	15|0.0019184303748	32|0.00168199236929	31|0.00168083289547	23|0.00167171145797	27|0.00162914355184	7|0.0015341533687	8|0.00129876320359	26|0.00126756921146	28|0.00120998117175	38|0.00119394097374	6|0.00113228935978	4|0.00111677405246	37|0.00102477825339	21|0.000975421586595	25|0.000908879773204	2|0.000904233510707	39|0.000904036086631	35|0.000875400079597	11|0.000842319338405	30|0.000841393145274	36|0.000835421931786	22|0.000783542418871	3|0.000735436258208	9|0.00073210699587	20|0.000701136034315	18|0.000696738048719	12|0.000664463278622	16|0.000651223074814	44|0.000586911850257	46|0.00051996802392	34|0.000474384477152	42|0.000422091023859	19|0.000374162019646	43|0.000301818251644	33|0.000269214568411	10|0.000192231734463	45|0.000173586025949	47|9.63895747715e-05	13|7.34361838087e-05	40|4.44872847936e-05
TRACSBL128F42480E8	The Presets	Yippiyo-Ay	Electronic	29|0.313302331172	46|0.256831107108	2|0.0817525185756	1|0.0762001986915	39|0.0692350051429	14|0.0504188014728	4|0.0380330085651	41|0.0321281807964	27|0.0194774189302	24|0.0192997879736	5|0.013761696298	7|0.0069191012902	37|0.00669983720337	0|0.00185195258732	48|0.00118121519794	17|0.00103247942357	15|0.000825801794428	32|0.000724025398585	31|0.000723526294958	23|0.000719599908284	8|0.000559061719493	49|0.000551023234957	26|0.000545634047048	28|0.000520844871923	38|0.000513940256319	6|0.000487401887188	21|0.000419877055281	25|0.000391233665547	35|0.000376822096892	11|0.000362582260098	30|0.000362183573776	36|0.000359613223099	22|0.000337281323322	3|0.000316573689456	9|0.000315140585159	20|0.00030180891779	18|0.000299915774081	12|0.000286022873191	16|0.000280323534707	44|0.000252640317563	34|0.000204202121498	42|0.000181692038186	19|0.000161060662555	43|0.000129919780813	33|0.000115885296959	10|8.2747496782e-05	45|7.47213209293e-05	47|4.14915677191e-05	13|3.16111197788e-05	40|1.91498633958e-05
